year,index,tournament,name,odds,won,payoff
2011,198,The Barclays,Steve Stricker,12/1,false,12.0
2011,198,The Barclays,Adam Scott,15/1,false,15.0
2011,198,The Barclays,Nick Watney,20/1,false,20.0
2011,198,The Barclays,Phil Mickelson,25/1,false,25.0
2011,198,The Barclays,Dustin Johnson,25/1,true,25.0
2011,198,The Barclays,Jason Day,25/1,false,25.0
2011,198,The Barclays,Matt Kuchar,25/1,false,25.0
2011,198,The Barclays,Rickie Fowler,30/1,false,30.0
2011,198,The Barclays,Webb Simpson,25/1,false,25.0
2011,198,The Barclays,David Toms,30/1,false,30.0
2011,198,The Barclays,Sergio Garcia,40/1,false,40.0
2011,198,The Barclays,Hunter Mahan,40/1,false,40.0
2011,198,The Barclays,Jim Furyk,40/1,false,40.0
2011,198,The Barclays,Zach Johnson,40/1,false,40.0
2011,198,The Barclays,Charles Howell III,30/1,false,30.0
2011,198,The Barclays,Gary Woodland,40/1,false,40.0
2011,198,The Barclays,Robert Karlsson,40/1,false,40.0
2011,198,The Barclays,Keegan Bradley,50/1,false,50.0
2011,198,The Barclays,Bubba Watson,50/1,false,50.0
2011,198,The Barclays,K.J. Choi,50/1,false,50.0
2011,198,The Barclays,Bo Van Pelt,50/1,false,50.0
2011,198,The Barclays,Anthony Kim,60/1,false,60.0
2011,198,The Barclays,Ryan Moore,60/1,false,60.0
2011,198,The Barclays,Justin Rose,60/1,false,60.0
2011,198,The Barclays,Martin Laird,60/1,false,60.0
2011,198,The Barclays,Fredrik Jacobson,60/1,false,60.0
2011,198,The Barclays,Bill Haas,60/1,false,60.0
2011,198,The Barclays,Retief Goosen,60/1,false,60.0
2011,198,The Barclays,Geoff Ogilvy,60/1,false,60.0
2011,198,The Barclays,Vijay Singh,60/1,false,60.0
2011,198,The Barclays,Graeme McDowell,80/1,false,80.0
2011,198,The Barclays,Ernie Els,80/1,false,80.0
2011,198,The Barclays,Camilo Villegas,80/1,false,80.0
2011,198,The Barclays,Y.E. Yang,80/1,false,80.0
2011,198,The Barclays,Lucas Glover,80/1,false,80.0
2011,198,The Barclays,Brendon de Jonge,80/1,false,80.0
2011,198,The Barclays,Carl Pettersson,80/1,false,80.0
2011,198,The Barclays,John Senden,80/1,false,80.0
2011,198,The Barclays,Davis Love III,80/1,false,80.0
2011,198,The Barclays,Robert Allenby,80/1,false,80.0
2011,198,The Barclays,Trevor Immelman,80/1,false,80.0
2011,198,The Barclays,Andres Romero,80/1,false,80.0
2011,198,The Barclays,Scott Verplank,80/1,false,80.0
2011,198,The Barclays,Brandt Snedeker,100/1,false,100.0
2011,198,The Barclays,Stewart Cink,100/1,false,100.0
2011,198,The Barclays,Ian Poulter,100/1,false,100.0
2011,198,The Barclays,Aaron Baddeley,100/1,false,100.0
2011,198,The Barclays,Padraig Harrington,100/1,false,100.0
2011,198,The Barclays,Field (all others),3/1,false,3.0
2011,199,Deutsche Bank Championship,Luke Donald,12/1,false,12.0
2011,199,Deutsche Bank Championship,Steve Stricker,12/1,false,12.0
2011,199,Deutsche Bank Championship,Adam Scott,20/1,false,20.0
2011,199,Deutsche Bank Championship,Dustin Johnson,20/1,false,20.0
2011,199,Deutsche Bank Championship,Matt Kuchar,12/1,false,12.0
2011,199,Deutsche Bank Championship,Nick Watney,20/1,false,20.0
2011,199,Deutsche Bank Championship,Jason Day,20/1,false,20.0
2011,199,Deutsche Bank Championship,Phil Mickelson,25/1,false,25.0
2011,199,Deutsche Bank Championship,Webb Simpson,25/1,true,25.0
2011,199,Deutsche Bank Championship,Charl Schwartzel,30/1,false,30.0
2011,199,Deutsche Bank Championship,Vijay Singh,30/1,false,30.0
2011,199,Deutsche Bank Championship,Rickie Fowler,40/1,false,40.0
2011,199,Deutsche Bank Championship,Sergio Garcia,40/1,false,40.0
2011,199,Deutsche Bank Championship,Brandt Snedeker,40/1,false,40.0
2011,199,Deutsche Bank Championship,Charles Howell III,40/1,false,40.0
2011,199,Deutsche Bank Championship,Gary Woodland,40/1,false,40.0
2011,199,Deutsche Bank Championship,David Toms,40/1,false,40.0
2011,199,Deutsche Bank Championship,Hunter Mahan,50/1,false,50.0
2011,199,Deutsche Bank Championship,Jim Furyk,50/1,false,50.0
2011,199,Deutsche Bank Championship,Zach Johnson,50/1,false,50.0
2011,199,Deutsche Bank Championship,Justin Rose,50/1,false,50.0
2011,199,Deutsche Bank Championship,Geoff Ogilvy,50/1,false,50.0
2011,199,Deutsche Bank Championship,Padraig Harrington,50/1,false,50.0
2011,199,Deutsche Bank Championship,Camilo Villegas,50/1,false,50.0
2011,199,Deutsche Bank Championship,Bubba Watson,50/1,false,50.0
2011,199,Deutsche Bank Championship,Bill Haas,60/1,false,60.0
2011,199,Deutsche Bank Championship,K.J. Choi,60/1,false,60.0
2011,199,Deutsche Bank Championship,Keegan Bradley,60/1,false,60.0
2011,199,Deutsche Bank Championship,Bo Van Pelt,60/1,false,60.0
2011,199,Deutsche Bank Championship,Anthony Kim,60/1,false,60.0
2011,199,Deutsche Bank Championship,Charley Hoffman,60/1,false,60.0
2011,199,Deutsche Bank Championship,Robert Karlsson,60/1,false,60.0
2011,199,Deutsche Bank Championship,Aaron Baddeley,60/1,false,60.0
2011,199,Deutsche Bank Championship,Ian Poulter,60/1,false,60.0
2011,199,Deutsche Bank Championship,Y.E. Yang,60/1,false,60.0
2011,199,Deutsche Bank Championship,Ryan Moore,80/1,false,80.0
2011,199,Deutsche Bank Championship,Fredrik Jacobson,80/1,false,80.0
2011,199,Deutsche Bank Championship,Ernie Els,80/1,false,80.0
2011,199,Deutsche Bank Championship,Graeme McDowell,80/1,false,80.0
2011,199,Deutsche Bank Championship,John Senden,80/1,false,80.0
2011,199,Deutsche Bank Championship,Scott Piercy,80/1,false,80.0
2011,199,Deutsche Bank Championship,Jonathan Byrd,80/1,false,80.0
2011,199,Deutsche Bank Championship,Martin Laird,80/1,false,80.0
2011,199,Deutsche Bank Championship,Andres Romero,100/1,false,100.0
2011,199,Deutsche Bank Championship,Lucas Glover,100/1,false,100.0
2011,199,Deutsche Bank Championship,Robert Allenby,100/1,false,100.0
2011,199,Deutsche Bank Championship,Mark Wilson,100/1,false,100.0
2011,199,Deutsche Bank Championship,Stewart Cink,125/1,false,125.0
2011,199,Deutsche Bank Championship,Sean O'Hair,125/1,false,125.0
2011,199,Deutsche Bank Championship,Field (all others),7/2,false,3.5
2011,200,BMW Championship,Luke Donald,10/1,false,10.0
2011,200,BMW Championship,Steve Stricker,15/1,false,15.0
2011,200,BMW Championship,Adam Scott,15/1,false,15.0
2011,200,BMW Championship,Jason Day,15/1,false,15.0
2011,200,BMW Championship,Webb Simpson,15/1,false,15.0
2011,200,BMW Championship,Matt Kuchar,15/1,false,15.0
2011,200,BMW Championship,Dustin Johnson,15/1,false,15.0
2011,200,BMW Championship,Phil Mickelson,20/1,false,20.0
2011,200,BMW Championship,Nick Watney,25/1,false,25.0
2011,200,BMW Championship,Brandt Snedeker,25/1,false,25.0
2011,200,BMW Championship,Charl Schwartzel,30/1,false,30.0
2011,200,BMW Championship,Jim Furyk,25/1,false,25.0
2011,200,BMW Championship,Sergio Garcia,30/1,false,30.0
2011,200,BMW Championship,Hunter Mahan,30/1,false,30.0
2011,200,BMW Championship,Rickie Fowler,40/1,false,40.0
2011,200,BMW Championship,Camilo Villegas,40/1,false,40.0
2011,200,BMW Championship,Bubba Watson,40/1,false,40.0
2011,200,BMW Championship,Gary Woodland,40/1,false,40.0
2011,200,BMW Championship,Zach Johnson,40/1,false,40.0
2011,200,BMW Championship,Robert Karlsson,50/1,false,50.0
2011,200,BMW Championship,Charles Howell III,50/1,false,50.0
2011,200,BMW Championship,David Toms,50/1,false,50.0
2011,200,BMW Championship,Ryan Moore,50/1,false,50.0
2011,200,BMW Championship,Bo Van Pelt,50/1,false,50.0
2011,200,BMW Championship,Vijay Singh,50/1,false,50.0
2011,200,BMW Championship,Justin Rose,60/1,true,60.0
2011,200,BMW Championship,Geoff Ogilvy,60/1,false,60.0
2011,200,BMW Championship,Ernie Els,60/1,false,60.0
2011,200,BMW Championship,Bill Haas,60/1,false,60.0
2011,200,BMW Championship,K.J. Choi,60/1,false,60.0
2011,200,BMW Championship,Aaron Baddeley,60/1,false,60.0
2011,200,BMW Championship,Chez Reavie,60/1,false,60.0
2011,200,BMW Championship,Carl Pettersson,80/1,false,80.0
2011,200,BMW Championship,Lucas Glover,80/1,false,80.0
2011,200,BMW Championship,Keegan Bradley,80/1,false,80.0
2011,200,BMW Championship,Y.E. Yang,80/1,false,80.0
2011,200,BMW Championship,Fredrik Jacobson,80/1,false,80.0
2011,200,BMW Championship,John Senden,80/1,false,80.0
2011,200,BMW Championship,Kyle Stanley,80/1,false,80.0
2011,200,BMW Championship,Jerry Kelly,80/1,false,80.0
2011,200,BMW Championship,Mark Wilson,80/1,false,80.0
2011,200,BMW Championship,Charley Hoffman,80/1,false,80.0
2011,200,BMW Championship,Scott Piercy,80/1,false,80.0
2011,200,BMW Championship,Martin Laird,100/1,false,100.0
2011,200,BMW Championship,Robert Allenby,100/1,false,100.0
2011,200,BMW Championship,Andres Romero,100/1,false,100.0
2011,200,BMW Championship,Steve Marino,100/1,false,100.0
2011,200,BMW Championship,Brendan Steele,100/1,false,100.0
2011,200,BMW Championship,Sean O'Hair,100/1,false,100.0
2011,200,BMW Championship,Field (all others),7/1,false,7.0
2011,201,Tour Championship,Luke Donald,6/1,false,6.0
2011,201,Tour Championship,Webb Simpson,12/1,false,12.0
2011,201,Tour Championship,Adam Scott,15/1,false,15.0
2011,201,Tour Championship,Jason Day,15/1,false,15.0
2011,201,Tour Championship,Nick Watney,15/1,false,15.0
2011,201,Tour Championship,Dustin Johnson,15/1,false,15.0
2011,201,Tour Championship,Matt Kuchar,15/1,false,15.0
2011,201,Tour Championship,Steve Stricker,20/1,false,20.0
2011,201,Tour Championship,Justin Rose,20/1,false,20.0
2011,201,Tour Championship,Phil Mickelson,20/1,false,20.0
2011,201,Tour Championship,Geoff Ogilvy,20/1,false,20.0
2011,201,Tour Championship,Brandt Snedeker,25/1,false,25.0
2011,201,Tour Championship,K.J. Choi,20/1,false,20.0
2011,201,Tour Championship,Hunter Mahan,25/1,false,25.0
2011,201,Tour Championship,David Toms,20/1,false,20.0
2011,201,Tour Championship,Gary Woodland,25/1,false,25.0
2011,201,Tour Championship,Bubba Watson,30/1,false,30.0
2011,201,Tour Championship,Charles Howell III,30/1,false,30.0
2011,201,Tour Championship,Chez Reavie,30/1,false,30.0
2011,201,Tour Championship,John Senden,30/1,false,30.0
2011,201,Tour Championship,Bo Van Pelt,30/1,false,30.0
2011,201,Tour Championship,Bill Haas,40/1,true,40.0
2011,201,Tour Championship,Keegan Bradley,40/1,false,40.0
2011,201,Tour Championship,Y.E. Yang,40/1,false,40.0
2011,201,Tour Championship,Aaron Baddeley,50/1,false,50.0
2011,201,Tour Championship,Fredrik Jacobson,50/1,false,50.0
2011,201,Tour Championship,Mark Wilson,50/1,false,50.0
2011,201,Tour Championship,Jason Dufner,40/1,false,40.0
2011,201,Tour Championship,Vijay Singh,50/1,false,50.0
2011,201,Tour Championship,Jonathan Byrd,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Nick Watney,10/1,false,10.0
2011,202,Justin Timberlake Shriners,Ryan Moore,12/1,false,12.0
2011,202,Justin Timberlake Shriners,Martin Laird,15/1,false,15.0
2011,202,Justin Timberlake Shriners,Kyle Stanley,25/1,false,25.0
2011,202,Justin Timberlake Shriners,Chez Reavie,25/1,false,25.0
2011,202,Justin Timberlake Shriners,Charley Hoffman,25/1,false,25.0
2011,202,Justin Timberlake Shriners,Chad Campbell,30/1,false,30.0
2011,202,Justin Timberlake Shriners,John Mallinger,30/1,false,30.0
2011,202,Justin Timberlake Shriners,George McNeill,30/1,false,30.0
2011,202,Justin Timberlake Shriners,Jonathan Byrd,30/1,false,30.0
2011,202,Justin Timberlake Shriners,Carl Pettersson,30/1,false,30.0
2011,202,Justin Timberlake Shriners,Spencer Levin,30/1,false,30.0
2011,202,Justin Timberlake Shriners,Scott Piercy,25/1,false,25.0
2011,202,Justin Timberlake Shriners,Ben Crane,40/1,false,40.0
2011,202,Justin Timberlake Shriners,Brendon de Jonge,40/1,false,40.0
2011,202,Justin Timberlake Shriners,Jeff Overton,40/1,false,40.0
2011,202,Justin Timberlake Shriners,Kevin Na,40/1,true,40.0
2011,202,Justin Timberlake Shriners,Brendan Steele,50/1,false,50.0
2011,202,Justin Timberlake Shriners,Cameron Tringale,50/1,false,50.0
2011,202,Justin Timberlake Shriners,Kevin Streelman,50/1,false,50.0
2011,202,Justin Timberlake Shriners,D.J. Trahan,50/1,false,50.0
2011,202,Justin Timberlake Shriners,Trevor Immelman,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Bryce Molder,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Ricky Barnes,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Brian Gay,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Jhonattan Vegas,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Robert Garrigus,50/1,false,50.0
2011,202,Justin Timberlake Shriners,Josh Teater,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Kevin Stadler,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Hunter Haas,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Ryuji Imada,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Bill Lunde,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Blake Adams,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Heath Slocum,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Charlie Wi,80/1,false,80.0
2011,202,Justin Timberlake Shriners,Nick O'Hern,80/1,false,80.0
2011,202,Justin Timberlake Shriners,Stephen Ames,80/1,false,80.0
2011,202,Justin Timberlake Shriners,Troy Matteson,80/1,false,80.0
2011,202,Justin Timberlake Shriners,Jason Bohn,80/1,false,80.0
2011,202,Justin Timberlake Shriners,Tommy Gainey,60/1,false,60.0
2011,202,Justin Timberlake Shriners,Chris Riley,100/1,false,100.0
2011,202,Justin Timberlake Shriners,Billy Horschel,100/1,false,100.0
2011,202,Justin Timberlake Shriners,Kris Blanks,100/1,false,100.0
2011,202,Justin Timberlake Shriners,Ben Curtis,100/1,false,100.0
2011,202,Justin Timberlake Shriners,Boo Weekley,125/1,false,125.0
2011,202,Justin Timberlake Shriners,Dean Wilson,DNS,false,-1.0
2011,202,Justin Timberlake Shriners,Alex Cejka,150/1,false,150.0
2011,202,Justin Timberlake Shriners,Richard S. Johnson,200/1,false,200.0
2011,202,Justin Timberlake Shriners,David Duval,250/1,false,250.0
2011,202,Justin Timberlake Shriners,Field (all others),5/2,false,2.5
2011,203,Frys.com Open,Tiger Woods,5/1,false,5.0
2011,203,Frys.com Open,Kevin Na,25/1,false,25.0
2011,203,Frys.com Open,Spencer Levin,25/1,false,25.0
2011,203,Frys.com Open,Paul Casey,30/1,false,30.0
2011,203,Frys.com Open,Ernie Els,30/1,false,30.0
2011,203,Frys.com Open,Louis Oosthuizen,30/1,false,30.0
2011,203,Frys.com Open,Ben Crane,30/1,false,30.0
2011,203,Frys.com Open,Chad Campbell,30/1,false,30.0
2011,203,Frys.com Open,Brandt Jobe,30/1,false,30.0
2011,203,Frys.com Open,Scott Piercy,30/1,false,30.0
2011,203,Frys.com Open,Byrce Molder,30/1,true,30.0
2011,203,Frys.com Open,Patrick Cantlay,40/1,false,40.0
2011,203,Frys.com Open,Brendan Steele,30/1,false,30.0
2011,203,Frys.com Open,Rory Sabbatini,30/1,false,30.0
2011,203,Frys.com Open,Tommy Gainey,40/1,false,40.0
2011,203,Frys.com Open,Trevor Immelman,50/1,false,50.0
2011,203,Frys.com Open,Hunter Haas,50/1,false,50.0
2011,203,Frys.com Open,Marc Leishman,50/1,false,50.0
2011,203,Frys.com Open,Kevin Stadler,50/1,false,50.0
2011,203,Frys.com Open,George McNeill,50/1,false,50.0
2011,203,Frys.com Open,Chris Stroud,50/1,false,50.0
2011,203,Frys.com Open,Tim Herron,50/1,false,50.0
2011,203,Frys.com Open,Pat Perez,50/1,false,50.0
2011,203,Frys.com Open,Justin Leonard,50/1,false,50.0
2011,203,Frys.com Open,Angel Cabrera,40/1,false,40.0
2011,203,Frys.com Open,Paul Goydos,50/1,false,50.0
2011,203,Frys.com Open,Bud Cauley,60/1,false,60.0
2011,203,Frys.com Open,Bill Lunde,60/1,false,60.0
2011,203,Frys.com Open,Charlie Wi,60/1,false,60.0
2011,203,Frys.com Open,John Rollins,60/1,false,60.0
2011,203,Frys.com Open,Blake Adams,60/1,false,60.0
2011,203,Frys.com Open,David Hearn,60/1,false,60.0
2011,203,Frys.com Open,Billy Horschel,60/1,false,60.0
2011,203,Frys.com Open,Alex Prugh,60/1,false,60.0
2011,203,Frys.com Open,William McGirt,60/1,false,60.0
2011,203,Frys.com Open,Cameron Tringale,60/1,false,60.0
2011,203,Frys.com Open,Nick O'Hern,60/1,false,60.0
2011,203,Frys.com Open,Ryuji Imada,60/1,false,60.0
2011,203,Frys.com Open,Ricky Barnes,80/1,false,80.0
2011,203,Frys.com Open,Stephen Ames,80/1,false,80.0
2011,203,Frys.com Open,Rod Pampling,80/1,false,80.0
2011,203,Frys.com Open,Josh Teater,80/1,false,80.0
2011,203,Frys.com Open,Heath Slocum,80/1,false,80.0
2011,203,Frys.com Open,Boo Weekley,80/1,false,80.0
2011,203,Frys.com Open,David Duval,80/1,false,80.0
2011,203,Frys.com Open,D.J. Trahan,100/1,false,100.0
2011,203,Frys.com Open,Greg Chalmers,100/1,false,100.0
2011,203,Frys.com Open,Ben Curtis,100/1,false,100.0
2011,203,Frys.com Open,Rocco Mediate,150/1,false,150.0
2011,203,Frys.com Open,Field (all others),7/2,false,3.5
2011,204,The McGladrey Classic,Webb Simpson,12/1,false,12.0
2011,204,The McGladrey Classic,Matt Kuchar,15/1,false,15.0
2011,204,The McGladrey Classic,Rickie Fowler,20/1,false,20.0
2011,204,The McGladrey Classic,Jim Furyk,25/1,false,25.0
2011,204,The McGladrey Classic,David Toms,20/1,false,20.0
2011,204,The McGladrey Classic,Charles Howell III,25/1,false,25.0
2011,204,The McGladrey Classic,Zach Johnson,25/1,false,25.0
2011,204,The McGladrey Classic,Brandt Snedeker,25/1,false,25.0
2011,204,The McGladrey Classic,Paul Casey,25/1,false,25.0
2011,204,The McGladrey Classic,Bo Van Pelt,25/1,false,25.0
2011,204,The McGladrey Classic,Graeme McDowell,30/1,false,30.0
2011,204,The McGladrey Classic,Spencer Levin,30/1,false,30.0
2011,204,The McGladrey Classic,Bryce Molder,30/1,false,30.0
2011,204,The McGladrey Classic,Robert Allenby,40/1,false,40.0
2011,204,The McGladrey Classic,Bud Cauley,40/1,false,40.0
2011,204,The McGladrey Classic,Kyle Stanley,40/1,false,40.0
2011,204,The McGladrey Classic,Carl Pettersson,40/1,false,40.0
2011,204,The McGladrey Classic,Ben Crane,50/1,true,50.0
2011,204,The McGladrey Classic,Lucas Glover,50/1,false,50.0
2011,204,The McGladrey Classic,John Rollins,50/1,false,50.0
2011,204,The McGladrey Classic,Trevor Immelman,50/1,false,50.0
2011,204,The McGladrey Classic,Chad Campbell,50/1,false,50.0
2011,204,The McGladrey Classic,Vijay Singh,50/1,false,50.0
2011,204,The McGladrey Classic,Louis Oosthuizen,50/1,false,50.0
2011,204,The McGladrey Classic,Mark Wilson,50/1,false,50.0
2011,204,The McGladrey Classic,Scott Piercy,50/1,false,50.0
2011,204,The McGladrey Classic,Davis Love III,60/1,false,60.0
2011,204,The McGladrey Classic,Angel Cabrera,60/1,false,60.0
2011,204,The McGladrey Classic,Jonathan Byrd,60/1,false,60.0
2011,204,The McGladrey Classic,Heath Slocum,50/1,false,50.0
2011,204,The McGladrey Classic,Jerry Kelly,50/1,false,50.0
2011,204,The McGladrey Classic,Chris Stroud,60/1,false,60.0
2011,204,The McGladrey Classic,David Hearn,60/1,false,60.0
2011,204,The McGladrey Classic,Billy Horschel,60/1,false,60.0
2011,204,The McGladrey Classic,Brian Davis,60/1,false,60.0
2011,204,The McGladrey Classic,Kevin Streelman,60/1,false,60.0
2011,204,The McGladrey Classic,Stewart Cink,60/1,false,60.0
2011,204,The McGladrey Classic,Sean O'Hair,60/1,false,60.0
2011,204,The McGladrey Classic,Chris Kirk,60/1,false,60.0
2011,204,The McGladrey Classic,Tommy Gainey,60/1,false,60.0
2011,204,The McGladrey Classic,Hunter Haas,80/1,false,80.0
2011,204,The McGladrey Classic,Josh Teater,80/1,false,80.0
2011,204,The McGladrey Classic,Brendon de Jonge,80/1,false,80.0
2011,204,The McGladrey Classic,Robert Garrigus,80/1,false,80.0
2011,204,The McGladrey Classic,Brian Gay,80/1,false,80.0
2011,204,The McGladrey Classic,Marc Leishman,80/1,false,80.0
2011,204,The McGladrey Classic,Jeff Overton,80/1,false,80.0
2011,204,The McGladrey Classic,Justin Leonard,100/1,false,100.0
2011,204,The McGladrey Classic,Henrik Stenson,100/1,false,100.0
2011,204,The McGladrey Classic,Field (all others),7/2,false,3.5
2011,205,PGA Grand Slam of Golf,Rory McIlroy,3/2,false,1.5
2011,205,PGA Grand Slam of Golf,Charl Schwartzel,2/1,false,2.0
2011,205,PGA Grand Slam of Golf,Keegan Bradley,7/2,true,3.5
2011,205,PGA Grand Slam of Golf,Darren Clarke,11/2,false,5.5
2011,206,Children's Miracle Network,Luke Donald,8/1,true,8.0
2011,206,Children's Miracle Network,Webb Simpson,10/1,false,10.0
2011,206,Children's Miracle Network,Justin Rose,15/1,false,15.0
2011,206,Children's Miracle Network,Gary Woodland,20/1,false,20.0
2011,206,Children's Miracle Network,Charles Howell III,20/1,false,20.0
2011,206,Children's Miracle Network,Spencer Levin,25/1,false,25.0
2011,206,Children's Miracle Network,John Senden,25/1,false,25.0
2011,206,Children's Miracle Network,Kevin Streelman,30/1,false,30.0
2011,206,Children's Miracle Network,Trevor Immelman,30/1,false,30.0
2011,206,Children's Miracle Network,Jeff Overton,30/1,false,30.0
2011,206,Children's Miracle Network,Retief Goosen,40/1,false,40.0
2011,206,Children's Miracle Network,Brandt Jobe,40/1,false,40.0
2011,206,Children's Miracle Network,Sean O'Hair,DNS,false,-1.0
2011,206,Children's Miracle Network,Jerry Kelly,40/1,false,40.0
2011,206,Children's Miracle Network,Jonathan Byrd,DNS,false,-1.0
2011,206,Children's Miracle Network,Nick O'Hern,50/1,false,50.0
2011,206,Children's Miracle Network,Stephen Ames,50/1,false,50.0
2011,206,Children's Miracle Network,Davis Love III,50/1,false,50.0
2011,206,Children's Miracle Network,Robert Garrigus,50/1,false,50.0
2011,206,Children's Miracle Network,Tommy Gainey,50/1,false,50.0
2011,206,Children's Miracle Network,Ryan Palmer,50/1,false,50.0
2011,206,Children's Miracle Network,Heath Slocum,50/1,false,50.0
2011,206,Children's Miracle Network,Brian Davis,60/1,false,60.0
2011,206,Children's Miracle Network,John Rollins,60/1,false,60.0
2011,206,Children's Miracle Network,Brian Gay,60/1,false,60.0
2011,206,Children's Miracle Network,Scott Piercy,60/1,false,60.0
2011,206,Children's Miracle Network,Billy Horschel,60/1,false,60.0
2011,206,Children's Miracle Network,Charlie Wi,60/1,false,60.0
2011,206,Children's Miracle Network,Kris Blanks,60/1,false,60.0
2011,206,Children's Miracle Network,Chris Stroud,60/1,false,60.0
2011,206,Children's Miracle Network,Briny Baird,80/1,false,80.0
2011,206,Children's Miracle Network,David Hearn,80/1,false,80.0
2011,206,Children's Miracle Network,Roland Thatcher,80/1,false,80.0
2011,206,Children's Miracle Network,D.A. Points,80/1,false,80.0
2011,206,Children's Miracle Network,Blake Adams,80/1,false,80.0
2011,206,Children's Miracle Network,Cameron Tringale,80/1,false,80.0
2011,206,Children's Miracle Network,Justin Leonard,80/1,false,80.0
2011,206,Children's Miracle Network,Henrik Stenson,80/1,false,80.0
2011,206,Children's Miracle Network,D.J. Trahan,80/1,false,80.0
2011,206,Children's Miracle Network,Hunter Haas,80/1,false,80.0
2011,206,Children's Miracle Network,David Mathis,80/1,false,80.0
2011,206,Children's Miracle Network,Michael Thompson,80/1,false,80.0
2011,206,Children's Miracle Network,Tom Lehman,80/1,false,80.0
2011,206,Children's Miracle Network,Kevin Stadler,100/1,false,100.0
2011,206,Children's Miracle Network,Johnson Wagner,100/1,false,100.0
2011,206,Children's Miracle Network,Bill Lunde,100/1,false,100.0
2011,206,Children's Miracle Network,Ryuji Imada,125/1,false,125.0
2011,206,Children's Miracle Network,Boo Weekley,125/1,false,125.0
2011,206,Children's Miracle Network,David Duval,200/1,false,200.0
2011,206,Children's Miracle Network,Field (all others),5/2,false,2.5
2011,207,CIMB Asia Pacific Classic,Brandt Snedeker,15/1,false,15.0
2011,207,CIMB Asia Pacific Classic,Ben Crane,15/1,false,15.0
2011,207,CIMB Asia Pacific Classic,Ryan Moore,15/1,false,15.0
2011,207,CIMB Asia Pacific Classic,Camilo Villegas,15/1,false,15.0
2011,207,CIMB Asia Pacific Classic,Robert Allenby,20/1,false,20.0
2011,207,CIMB Asia Pacific Classic,Bo Van Pelt,20/1,true,20.0
2011,207,CIMB Asia Pacific Classic,Spencer Levin,25/1,false,25.0
2011,207,CIMB Asia Pacific Classic,John Senden,25/1,false,25.0
2011,207,CIMB Asia Pacific Classic,Fredrik Jacobson,20/1,false,20.0
2011,207,CIMB Asia Pacific Classic,Carl Pettersson,25/1,false,25.0
2011,207,CIMB Asia Pacific Classic,Jason Dufner,25/1,false,25.0
2011,207,CIMB Asia Pacific Classic,Lucas Glover,25/1,false,25.0
2011,207,CIMB Asia Pacific Classic,Jonathan Byrd,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Vijay Singh,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Angel Cabrera,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Brendan Steele,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Kyle Stanley,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Chez Reavie,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Brian Davis,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Thongchai Jaidee,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Chris Kirk,40/1,false,40.0
2011,207,CIMB Asia Pacific Classic,Charley Hoffman,40/1,false,40.0
2011,207,CIMB Asia Pacific Classic,Jerry Kelly,30/1,false,30.0
2011,207,CIMB Asia Pacific Classic,Mark Wilson,40/1,false,40.0
2011,207,CIMB Asia Pacific Classic,Rory Sabbatini,40/1,false,40.0
2011,207,CIMB Asia Pacific Classic,Ryan Palmer,40/1,false,40.0
2011,207,CIMB Asia Pacific Classic,Jhonattan Vegas,40/1,false,40.0
2011,207,CIMB Asia Pacific Classic,Ricky Barnes,40/1,false,40.0
2011,207,CIMB Asia Pacific Classic,Brendon de Jonge,50/1,false,50.0
2011,207,CIMB Asia Pacific Classic,Tommy Gainey,50/1,false,50.0
2011,207,CIMB Asia Pacific Classic,Stewart Cink,50/1,false,50.0
2011,207,CIMB Asia Pacific Classic,Jeev Milkha Singh,50/1,false,50.0
2011,207,CIMB Asia Pacific Classic,Cameron Tringale,50/1,false,50.0
2011,207,CIMB Asia Pacific Classic,Jimmy Walker,50/1,false,50.0
2011,207,CIMB Asia Pacific Classic,D.A. Points,60/1,false,60.0
2011,207,CIMB Asia Pacific Classic,Stuart Appleby,60/1,false,60.0
2011,207,CIMB Asia Pacific Classic,Scott Stallings,60/1,false,60.0
2011,207,CIMB Asia Pacific Classic,Tetsuji Hiratsuka,60/1,false,60.0
2011,207,CIMB Asia Pacific Classic,Jbe' Kruger,80/1,false,80.0
